Poet writer,Poet Name
ہنوز آوارۂ لیلیٰ ہے جان رفتہ مجنوں کی ; موئے پر بھی رہا ہوتا نہیں وابستہ الفت کا,مير تقی میر
حریف بے جگر ہے صبر ورنہ کل کی صحبت میں ; نیاز و ناز کا جھگڑا گرو تھا ایک جرأت کا,مير تقی میر
نگاہ یاس بھی اس صید افگن پر غنیمت ہے ; نہایت تنگ ہے اے صید بسمل وقت فرصت کا,مير تقی میر
خرابی دل کی اس حد ہے کہ یہ سمجھا نہیں جاتا ; کہ آبادی بھی یاں تھی یا کہ ویرانہ تھا مدت کا,مير تقی میر
نگاہ مست نے اس کی لٹائی خانقہ ساری ; پڑا ہے برہم اب تک کارخانہ زہد و طاعت کا,مير تقی میر
قدم ٹک دیکھ کر رکھ میرؔ سر دل سے نکالے گا ; پلک سے شوخ تر کانٹا ہے صحرائے محبت کا,مير تقی میر
کیا کہیں آتش ہجراں سے گلے جاتے ہیں ; چھاتیاں سلگیں ہیں ایسی کہ جلے جاتے ہیں,مير تقی میر
گوہر گوش کسو کا نہیں جی سے جاتا ; آنسو موتی سے مرے منہ پہ ڈھلے جاتے ہیں,مير تقی میر
یہی مسدود ہے کچھ راہ وفا ورنہ بہم ; سب کہیں نامہ و پیغام چلے جاتے ہیں,مير تقی میر
بار حرمان و گل و داغ نہیں اپنے ساتھ ; شجر باغ وفا پھولے پھلے جاتے ہیں,مير تقی میر
حیرت عشق میں تصویر سے رفتہ ہی رہے ; ایسے جاتے ہیں جو ہم بھی تو بھلے جاتے ہیں,مير تقی میر
ہجر کی کوفت جو کھینچے ہیں انہیں سے پوچھو ; دل دیے جاتے ہیں جی اپنے ملے جاتے ہیں,مير تقی میر
یاد قد میں ترے آنکھوں سے بہیں ہیں جوئیں ; گر کسو باغ میں ہم سرو تلے جاتے ہیں,مير تقی میر
دیکھیں پیش آوے ہے کیا عشق میں اب تو جوں سیل ; ہم بھی اس راہ میں سر گاڑے چلے جاتے ہیں,مير تقی میر
پر غبارئ جہاں سے نہیں سدھ میرؔ ہمیں ; گرد اتنی ہے کہ مٹی میں رلے جاتے ہیں,مير تقی میر
مر رہتے جو گل بن تو سارا یہ خلل جاتا ; نکلا ہی نہ جی ورنہ کانٹا سا نکل جاتا,مير تقی میر
پیدا ہے کہ پنہاں تھی آتش نفسی میری ; میں ضبط نہ کرتا تو سب شہر یہ جل جاتا,مير تقی میر
میں گریۂ خونیں کو روکے ہی رہا ورنہ ; اک دم میں زمانے کا یاں رنگ بدل جاتا,مير تقی میر
بن پوچھے کرم سے وہ جو بخش نہ دیتا تو ; پرسش میں ہماری ہی دن حشر کا ڈھل جاتا,مير تقی میر
استادہ جہاں میں تھا میدان محبت میں ; واں رستم اگر آتا تو دیکھ کے ٹل جاتا,مير تقی میر
وہ سیر کا وادی کے مائل نہ ہوا ورنہ ; آنکھوں کو غزالوں کی پاؤں تلے مل جاتا,مير تقی میر
بے تاب و تواں یوں میں کاہے کو تلف ہوتا ; یاقوتی ترے لب کی ملتی تو سنبھل جاتا,مير تقی میر
اس سیم بدن کو تھی کب تاب تعب اتنی ; وہ چاندنی میں شب کی ہوتا تو پگھل جاتا,مير تقی میر
مارا گیا تب گزرا بوسے سے ترے لب کے ; کیا میرؔ بھی لڑکا تھا باتوں میں بہل جاتا,مير تقی میر
آہ کے تیں دل حیران و خفا کو سونپا ; میں نے یہ غنچۂ تصویر صبا کو سونپا,مير تقی میر
تیرے کوچے میں مری خاک بھی پامال ہوئی ; تھا وہ بے درد مجھے جن نے وفا کو سونپا,مير تقی میر
اب تو جاتا ہی ہے کعبے کو تو بت خانے سے ; جلد پھر پہنچیو اے میرؔ خدا کو سونپا,مير تقی میر
مشہور چمن میں تری گل پیرہنی ہے ; قرباں ترے ہر عضو پہ نازک بدنی ہے,مير تقی میر
عریانیٔ آشفتہ کہاں جائے پس از مرگ ; کشتہ ہے ترا اور یہی بے کفنی ہے,مير تقی میر
سمجھے ہے نہ پروانہ نہ تھامے ہے زباں شمع ; وہ سوختنی ہے تو یہ گردن زدنی ہے,مير تقی میر
لیتا ہی نکلتا ہے مرا لخت جگر اشک ; آنسو نہیں گویا کہ یہ ہیرے کی کنی ہے,مير تقی میر
بلبل کی کف خاک بھی اب ہوگی پریشاں ; جامے کا ترے رنگ ستم گر چمنی ہے,مير تقی میر
کچھ تو ابھر اے صورت شیریں کہ دکھاؤں ; فرہاد کے ذمے بھی عجب کوہ کنی ہے,مير تقی میر
ہوں گرم سفر شام غریباں سے خوشی ہوں ; اے صبح وطن تو تو مجھے بے وطنی ہے,مير تقی میر
ہر چند گدا ہوں میں ترے عشق میں لیکن ; ان بو الہوسوں میں کوئی مجھ سا بھی غنی ہے,مير تقی میر
ہر اشک مرا ہے در شہوار سے بہتر ; ہر لخت جگر رشک عقیق یمنی ہے,مير تقی میر
بگڑی ہے نپٹ میرؔ تپش اور جگر میں ; شاید کہ مرے جی ہی پر اب آن بنی ہے,مير تقی میر
کس شام سے اٹھا تھا مرے دل میں درد سا ; سو ہو چلا ہوں پیشتر از صبح سرد سا,مير تقی میر
بیٹھا ہوں جوں غبار ضعیف اب وگرنہ میں ; پھرتا رہا ہوں گلیوں میں آوارہ گرد سا,مير تقی میر
قصد طریق عشق کیا سب نے بعد قیس ; لیکن ہوا نہ ایک بھی اس رہ نورد سا,مير تقی میر
حاضر یراق بے مزگی کس گھڑی نہیں ; معشوق کچھ ہمارا ہے عاشق نبرد سا,مير تقی میر
کیا میرؔ ہے یہی جو ترے در پہ تھا کھڑا ; نمناک چشم و خشک لب و رنگ زرد سا,مير تقی میر
چاک پر چاک ہوا جوں جوں سلایا ہم نے ; اس گریباں ہی سے اب ہاتھ اٹھایا ہم نے,مير تقی میر
حسرت لطف عزیزان چمن جی میں رہی ; سر پہ دیکھا نہ گل و سرو کا سایہ ہم نے,مير تقی میر
جی میں تھا عرش پہ جا باندھئے تکیہ لیکن ; بسترہ خاک ہی میں اب تو بچھایا ہم نے,مير تقی میر
بعد یک عمر کہیں تم کو جو تنہا پایا ; ڈرتے ڈرتے ہی کچھ احوال سنایا ہم نے,مير تقی میر
یاں فقط ریختہ ہی کہنے نہ آئے تھے ہم ; چار دن یہ بھی تماشا سا دکھایا ہم نے,مير تقی میر
بارے کل باغ میں جا مرغ چمن سے مل کر ; خوبی گل کا مزہ خوب اڑایا ہم نے,مير تقی میر
تازگی داغ کی ہر شام کو بے ہیچ نہیں ; آہ کیا جانے دیا کس کا بجھایا ہم نے,مير تقی میر
دشت و کہسار میں سر مار کے چندے تجھ بن ; قیس و فرہاد کو پھر یاد دلایا ہم نے,مير تقی میر
بیکلی سے دل بیتاب کی مر گزرے تھے ; سو تہ خاک بھی آرام نہ پایا ہم نے,مير تقی میر
یہ ستم تازہ ہوا اور کہ پائیز میں میرؔ ; دل خس و خار سے ناچار لگایا ہم نے,مير تقی میر
مر مر گئے نظر کر اس کے برہنہ تن میں ; کپڑے اتارے ان نے سر کھینچے ہم کفن میں,مير تقی میر
گل پھول سے کب اس بن لگتی ہیں اپنی آنکھیں ; لائی بہار ہم کو زورآوری چمن میں,مير تقی میر
اب لعل نو خط اس کے کم بخشتے ہیں فرحت ; قوت کہاں رہے ہے یاقوتی کہن میں,مير تقی میر
یوسف عزیز دلا جا مصر میں ہوا تھا ; پاکیزہ گوہروں کی عزت نہیں وطن میں,مير تقی میر
دیر و حرم سے تو تو ٹک گرم ناز نکلا ; ہنگامہ ہو رہا ہے اب شیخ و برہمن میں,مير تقی میر
آ جاتے شہر میں تو جیسے کہ آندھی آئی ; کیا وحشتیں کیا ہیں ہم نے دوان پن میں,مير تقی میر
ہیں گھاؤ دل پر اپنے تیغ زباں سے سب کی ; تب درد ہے ہمارے اے میرؔ ہر سخن میں,مير تقی میر
بیتابیوں میں تنگ ہم آئے ہیں جان سے ; وقت شکیب خوش کہ گیا درمیان سے,مير تقی میر
داغ فراق و حسرت وصل آرزوئے دید ; کیا کیا لیے گئے ترے عاشق جہان سے,مير تقی میر
ہم خامشوں کا ذکر تھا شب اس کی بزم میں ; نکلا نہ حرف خیر کسو کی زبان سے,مير تقی میر
آب خضر سے بھی نہ گئی سوزش جگر ; کیا جانیے یہ آگ ہے کس دودمان سے,مير تقی میر
جز عشق جنگ دہر سے مت پڑھ کہ خوش ہیں ہم ; اس قصے کی کتاب میں اس داستان سے,مير تقی میر
آنے کا اس چمن میں سبب بیکلی ہوئی ; جوں برق ہم تڑپ کے گرے آشیان سے,مير تقی میر
اب چھیڑ یہ رکھی ہے کہ عاشق ہے تو کہیں ; القصہ خوش گزرتی ہے اس بد گمان سے,مير تقی میر
کینے کی میرے تجھ سے نہ چاہے گا کوئی داد ; میں کہہ مروں گا اپنے ہر اک مہربان سے,مير تقی میر
داغوں سے ہے چمن جگر میرؔ دہر میں ; ان نے بھی گل چنے بہت اس گلستان سے,مير تقی میر
یوں ہی حیران و خفا جوں غنچۂ تصویر ہوں ; عمر گزری پر نہ جانا میں کہ کیوں دلگیر ہوں,مير تقی میر
اتنی باتیں مت بنا مجھ شیفتے سے ناصحا ; پند کے لائق نہیں میں قابل زنجیر ہوں,مير تقی میر
سرخ رہتی ہیں مری آنکھیں لہو رونے سے شیخ ; مے اگر ثابت ہو مجھ پر واجب ال تعزیر ہوں,مير تقی میر
نے فلک پر راہ مجھ کو نے زمیں پر رو مجھے ; ایسے کس محروم کا میں شور بے تاثیر ہوں,مير تقی میر
جوں کماں گرچہ خمیدہ ہوں پہ چھوٹا اور وہیں ; اس کے کوچے کی طرف چلنے کو یارو تیر ہوں,مير تقی میر
جو مرے حصے میں آوے تیغ جمدھر سیل و کارد ; یہ فضولی ہے کہ میں ہی کشتۂ شمشیر ہوں,مير تقی میر
کھول کر دیوان میرا دیکھ قدرت مدعی ; گرچہ ہوں میں نوجواں پر شاعروں کا پیر ہوں,مير تقی میر
یوں سعادت ایک جمدھر مجھ کو بھی گزاریے ; منصفی کیجے تو میں تو محض بے تقصیر ہوں,مير تقی میر
اس قدر بے ننگ خبطوں کو نصیحت شیخ جی ; باز آؤ ورنہ اپنے نام کو میں میرؔ ہوں,مير تقی میر
کب تلک یہ ستم اٹھائیے گا ; ایک دن یوں ہی جی سے جائیے گا,مير تقی میر
شکل تصویر بے خودی کب تک ; کسو دن آپ میں بھی آئیے گا,مير تقی میر
سب سے مل چل کہ حادثے سے پھر ; کہیں ڈھونڈا بھی تو نہ پائیے گا,مير تقی میر
نہ موئے ہم اسیری میں تو نسیم ; کوئی دن اور باؤ کھائیے گا,مير تقی میر
کہیے گا اس سے قصۂ مجنوں ; یعنی پردے میں غم سنایئے گا,مير تقی میر
اس کے پابوس کی توقع پر ; اپنے تیں خاک میں ملایئے گا,مير تقی میر
اس کے پاؤں کو جا لگی ہے حنا ; خوب سے ہاتھ اسے لگایئے گا,مير تقی میر
شرکت شیخ و برہمن سے میرؔ ; کعبہ و دیر سے بھی جائیے گا,مير تقی میر
اپنی ڈیڑھ اینٹ کی جدی مسجد ; کسی ویرانے میں بنایئے گا,مير تقی میر
سنا ہے حال ترے کشتگاں بیچاروں کا ; ہوا نہ گور گڑھا ان ستم کے ماروں کا,مير تقی میر
ہزار رنگ کھلے گل چمن کے ہیں شاہد ; کہ روزگار کے سر خون ہے ہزاروں کا,مير تقی میر
ملا ہے خاک میں کس کس طرح کا عالم یاں ; نکل کے شہر سے ٹک سیر کر مزاروں کا,مير تقی میر
عرق فشانی سے اس زلف کی ہراساں ہوں ; بھلا نہیں ہے بہت ٹوٹنا بھی تاروں کا,مير تقی میر
علاج کرتے ہیں سودائے عشق کا میرے ; خلل پذیر ہوا ہے دماغ یاروں کا,مير تقی میر
تری ہی زلف کو محشر میں ہم دکھا دیں گے ; جو کوئی مانگے گا نامہ سیاہ کاروں کا,مير تقی میر
خراش سینۂ عاشق بھی دل کو لگ جائے ; عجب طرح کا ہے فرقہ یہ دل فگاروں کا,مير تقی میر
نگاہ مست کے مارے تری خراب ہیں شوخ ; نہ ٹھور ہے نہ ٹھکانا ہے ہوشیاروں کا,مير تقی میر
کریں ہیں دعویٰ خوش چشمی آہوان دشت ; ٹک ایک دیکھنے چل ملک ان گنواروں کا,مير تقی میر
تڑپ کے مرنے سے دل کے کہ مغفرت ہو اسے ; جہاں میں کچھ تو رہا نام بے قراروں کا,مير تقی میر
تڑپ کے خرمن گل پر کبھی گر اے بجلی ; جلانا کیا ہے مرے آشیاں کے خاروں کا,مير تقی میر
تمہیں تو زہد و ورع پر بہت ہے اپنے غرور ; خدا ہے شیخ جی ہم بھی گناہ گاروں کا,مير تقی میر
اٹھے ہے گرد کی جا نالہ گور سے اس کی ; غبار میرؔ بھی عاشق ہے نے سواروں کا,مير تقی میر
سیر کے قابل ہے دل صد پارہ اس نخچیر کا ; جس کے ہر ٹکڑے میں ہو پیوست پیکاں تیر کا,مير تقی میر
سب کھلا باغ جہاں الا یہ حیران و خفا ; جس کو دل سمجھے تھے ہم سو غنچہ تھا تصویر کا,مير تقی میر
بوئے خوں سے جی رکا جاتا ہے اے باد بہار ; ہو گیا ہے چاک دل شاید کسو دلگیر کا,مير تقی میر
کیونکے نقاش ازل نے نقش ابرو کا کیا ; کام ہے اک تیرے منہ پر کھینچنا شمشیر کا,مير تقی میر
رہ گزر سیل حوادث کا ہے بے بنیاد دہر ; اس خرابے میں نہ کرنا قصد تم تعمیر کا,مير تقی میر
بس طبیب اٹھ جا مری بالیں سے مت دے درد سر ; کام یاں آخر ہوا اب فائدہ تدبیر کا,مير تقی میر
نالہ کش ہیں عہد پیری میں بھی تیرے در پہ ہم ; قد خم گشتہ ہمارا حلقہ ہے زنجیر کا,مير تقی میر
جو ترے کوچے میں آیا پھر وہیں گاڑا اسے ; تشنۂ خوں میں تو ہوں اس خاک دامن گیر کا,مير تقی میر
خون سے میرے ہوئی یک دم خوشی تم کو تو لیک ; مفت میں جاتا رہا جی ایک بے تقصیر کا,مير تقی میر
لخت دل سے جوں چھڑی پھولوں کی گوندھی ہے ولے ; فائدہ کچھ اے جگر اس آہ بے تاثیر کا,مير تقی میر
گور مجنوں سے نہ جاویں گے کہیں ہم بے نوا ; عیب ہے ہم میں جو چھوڑیں ڈھیر اپنے پیر کا,مير تقی میر
کس طرح سے مانیے یارو کہ یہ عاشق نہیں ; رنگ اڑا جاتا ہے ٹک چہرہ تو دیکھو میرؔ کا,مير تقی میر
رہے خیال تنک ہم بھی رو سیاہوں کا ; لگے ہو خون بہت کرنے بے گناہوں کا,مير تقی میر
نہیں ستارے یہ سوراخ پڑ گئے ہیں تمام ; فلک حریف ہوا تھا ہماری آہوں کا,مير تقی میر
گلی میں اس کی پھٹے کپڑوں پر مرے مت جا ; لباس فقر ہے واں فخر بادشاہوں کا,مير تقی میر
تمام زلف کے کوچے ہیں مار پیچ اس کی ; تجھی کو آوے دلا چلنا ایسی راہوں کا,مير تقی میر
اسی جو خوبی سے لائے تجھے قیامت میں ; تو حرف کن نے کیا گوش دادخواہوں کا,مير تقی میر
تمام عمر رہیں خاک زیر پا اس کی ; جو زور کچھ چلے ہم عجز دست گاہوں کا,مير تقی میر
کہاں سے تہ کریں پیدا یہ ناظمان حال ; کہ پوچ بافی ہی ہے کام ان جلاہوں کا,مير تقی میر
حساب کاہے کا روز شمار میں مجھ سے ; شمار ہی نہیں ہے کچھ مرے گناہوں کا,مير تقی میر
تری جو آنکھیں ہیں تلوار کے تلے بھی ادھر ; فریب خوردہ ہے تو میرؔ کن نگاہوں کا,مير تقی میر
کیا کیا بیٹھے بگڑ بگڑ تم پر ہم تم سے بنائے گئے ; چپکے باتیں اٹھائے گئے سر گاڑے وہ ہیں آئے گئے,مير تقی میر
اٹھے نقاب جہاں سے یا رب جس سے تکلف بیچ میں ہے ; جب نکلے اس راہ سے ہو کر منہ تم ہم سے چھپائے گئے,مير تقی میر
کب کب تم نے سچ نہیں مانیں جھوٹی باتیں غیروں کی ; تم ہم کو یوں ہی جلائے گئے وے تم کو وہ ہیں لگائے گئے,مير تقی میر
صبح وہ آفت اٹھ بیٹھا تھا تم نے نہ دیکھا صد افسوس ; کیا کیا فتنے سر جوڑے پلکوں کے سائے سائے گئے,مير تقی میر
اللہ رے یہ دیدہ درائی ہوں نہ مکدر کیونکے ہم ; آنکھیں ہم سے ملائے گئے پھر خاک میں ہم کو ملائے گئے,مير تقی میر
آگ میں غم کی ہو کے گدازاں جسم ہوا سب پانی سا ; یعنی بن ان شعلہ رخوں کے خوب ہی ہم بھی تائے گئے,مير تقی میر
ٹکڑے ٹکڑے کرنے کی بھی حد ایک آخر ہوتی ہے ; کشتے اس کی تیغ ستم کے گور تئیں کب لائے گئے,مير تقی میر
خضر جو مل جاتا ہے گاہے آپ کو بھولا خوب نہیں ; کھوئے گئے اس راہ کے ورنہ کاہے کو پھر پائے گئے,مير تقی میر
مرنے سے کیا میرؔ جی صاحب ہم کو ہوش تھے کیا کریے ; جی سے ہاتھ اٹھائے گئے پر اس سے دل نہ اٹھائے گئے,مير تقی میر
فصل خزاں میں سیر جو کی ہم نے جائے گل ; چھانی چمن کی خاک نہ تھا نقش پائے گل,مير تقی میر
اللہ رے عندلیب کی آواز دل خراش ; جی ہی نکل گیا جو کہا ان نے ہائے گل,مير تقی میر
مقدور تک شراب سے رکھ انکھڑیوں میں رنگ ; یہ چشمک پیالہ ہے ساقی ہوائے گل,مير تقی میر
یہ دیکھ سینہ داغ سے رشک چمن ہے یاں ; بلبل ستم ہوا نہ جو تو نے بھی کھائے گل,مير تقی میر
بلبل ہزار جی سے خریدار اس کی ہے ; اے گل فروش کریو سمجھ کر بہائے گل,مير تقی میر
نکلا ہے ایسی خاک سے کس سادہ رو کی یہ ; قابل درود بھیجنے کے ہے صفائے گل,مير تقی میر
بارے سرشک سرخ کے داغوں سے رات کو ; بستر پر اپنے سوتے تھے ہم بھی بچھائے گل,مير تقی میر
آ عندلیب صلح کریں جنگ ہو چکی ; لے اے زباں دراز تو سب کچھ سوائے گل,مير تقی میر
گلچیں سمجھ کے چنیو کہ گلشن میں میرؔ کے ; لخت جگر پڑے ہیں نہیں برگ ہائے گل,مير تقی میر
پھر اس سے طرح کچھ جو دعوے کی سی ڈالی ہے ; کیا تازہ کوئی گل نے اب شاخ نکالی ہے,مير تقی میر
سچ پوچھو تو کب ہے گا اس کا سا دہن غنچہ ; تسکیں کے لیے ہم نے اک بات بنا لی ہے,مير تقی میر
دیہی کو نہ کچھ پوچھو اک بھرت کا ہے گڑوا ; ترکیب سے کیا کہیے سانچے میں کی ڈھالی ہے,مير تقی میر
ہم قد خمیدہ سے آغوش ہوئے سارے ; پر فائدہ تجھ سے تو آغوش وہ خالی ہے,مير تقی میر
عزت کی کوئی صورت دکھلائی نہیں دیتی ; چپ رہیے تو چشمک ہے کچھ کہیے تو گالی ہے,مير تقی میر
دو گام کے چلنے میں پامال ہوا عالم ; کچھ ساری خدائی سے وہ چال نرالی ہے,مير تقی میر
ہے گی تو دو سالہ پر ہے دختر رز آفت ; کیا پیر مغاں نے بھی اک چھوکری پالی ہے,مير تقی میر
خوں ریزی میں ہم سوں کی جو خاک برابر ہیں ; کب سر تو فرو لایا ہمت تری عالی ہے,مير تقی میر
جب سر چڑھے ہوں ایسے تب عشق کریں سو بھی ; جوں توں یہ بلا سر سے فرہاد نے ٹالی ہے,مير تقی میر
ان مغبچوں میں زاہد پھر سر زدہ مت آنا ; مندیل تری اب کے ہم نے تو بچا لی ہے,مير تقی میر
کیا میرؔ تو روتا ہے پامالیٔ دل ہی کو ; ان لونڈوں نے تو دلی سب سر پہ اٹھا لی ہے,مير تقی میر
کیا کہیں اپنی اس کی شب کی بات ; کہیے ہووے جو کچھ بھی ڈھب کی بات,مير تقی میر
اب تو چپ لگ گئی ہے حیرت سے ; پھر کھلے گی زبان جب کی بات,مير تقی میر
نکتہ دانان رفتہ کی نہ کہو ; بات وہ ہے جو ہووے اب کی بات,مير تقی میر
کس کا روئے سخن نہیں ہے ادھر ; ہے نظر میں ہماری سب کی بات,مير تقی میر
ظلم ہے قہر ہے قیامت ہے ; غصے میں اس کے زیر لب کی بات,مير تقی میر
کہتے ہیں آگے تھا بتوں میں رحم ; ہے خدا جانیے یہ کب کی بات,مير تقی میر
گو کہ آتش زباں تھے آگے میرؔ ; اب کی کہیے گئی وہ تب کی بات,مير تقی میر
جوشش اشک سے ہوں آٹھ پہر پانی میں ; گرچہ ہوتے ہیں بہت خوف و خطر پانی میں,مير تقی میر
ضبط گریہ نے جلایا ہے درونہ سارا ; دل اچنبھا ہے کہ ہے سوختہ تر پانی میں,مير تقی میر
آب شمشیر قیامت ہے برندہ اس کی ; یہ گوارائی نہیں پاتے ہیں ہر پانی میں,مير تقی میر
طبع دریا جو ہو آشفتہ تو پھر طوفاں ہے ; آہ بالوں کو پراگندہ نہ کر پانی میں,مير تقی میر
غرق آب اشک سے ہوں لیک اڑا جاتا ہوں ; جوں سمک گو کہ مرے ڈوبے ہیں پر پانی میں,مير تقی میر
مردم دیدۂ تر مردم آبی ہیں مگر ; رہتے ہیں روز و شب و شام و سحر پانی میں,مير تقی میر
ہیئت آنکھوں کی نہیں وہ رہی روتے روتے ; اب تو گرداب سے آتے ہیں نظر پانی میں,مير تقی میر
گریۂ شب سے بہت آنکھ ڈرے ہے میری ; پاؤں رکتے ہی نہیں بار دگر پانی میں,مير تقی میر
فرط گریہ سے ہوا میرؔ تباہ اپنا جہاز ; تختہ پارے گئے کیا جانوں کدھر پانی میں,مير تقی میر
دل و دماغ ہے اب کس کو زندگانی کا ; جو کوئی دم ہے تو افسوس ہے جوانی کا,مير تقی میر
اگرچہ عمر کے دس دن یہ لب رہے خاموش ; سخن رہے گا سدا میری کم زبانی کا,مير تقی میر
سبک ہے آوے جو مندیل رکھ نماز کو شیخ ; رہا ہے کون سا اب وقت سرگرانی کا,مير تقی میر
ہزار جان سے قربان بے پری کے ہیں ; خیال بھی کبھو گزرا نہ پرفشانی کا,مير تقی میر
پھرے ہے کھینچے ہی تلوار مجھ پہ ہر دم تو ; کہ صید ہوں میں تری دشمنی جانی کا,مير تقی میر
نمود کر کے وہیں بحر غم میں بیٹھ گیا ; کہے تو میرؔ بھی اک بلبلا تھا پانی کا,مير تقی میر
واں وہ تو گھر سے اپنے پی کر شراب نکلا ; یاں شرم سے عرق میں ڈوب آفتاب نکلا,مير تقی میر
آیا جو واقعے میں درپیش عالم مرگ ; یہ جاگنا ہمارا دیکھا تو خواب نکلا,مير تقی میر
دیکھا جو اوس پڑتے گلشن میں ہم تو آخر ; گل کا وہ روئے خنداں چشم پر آب نکلا,مير تقی میر
پردے ہی میں چلا جا خورشید تو ہے بہتر ; اک حشر ہے جو گھر سے وہ بے حجاب نکلا,مير تقی میر
کچھ دیر ہی لگی نہ دل کو تو تیر لگتے ; اس صید ناتواں کا کیا جی شتاب نکلا,مير تقی میر
ہر حرف غم نے میرے مجلس کے تئیں رلایا ; گویا غبار دل کا پڑھتا کتاب نکلا,مير تقی میر
روئے عرق فشاں کو بس پونچھ گرم مت ہو ; اس گل میں کیا رہے گا جس کا گلاب نکلا,مير تقی میر
مطلق نہ اعتنا کی احوال پر ہمارے ; نامے کا نامے ہی میں سب پیچ و تاب نکلا,مير تقی میر
شان تغافل اپنے نو خط کی کیا لکھیں ہم ; قاصد موا تب اس کے منہ سے جواب نکلا,مير تقی میر
کس کی نگہ کی گردش تھی میرؔ رو بہ مسجد ; محراب میں سے زاہد مست و خراب نکلا,مير تقی میر
کہے ہے کوہ کن کر فکر میری خستہ حالی میں ; الٰہی شکر کرتا ہوں تری درگاہ عالی میں,مير تقی میر
میں وہ پژمردہ سبزہ ہوں کہ ہو کر خاک سے سرزد ; یکایک آ گیا اس آسماں کی پائمالی میں,مير تقی میر
تو سچ کہہ رنگ پاں ہے یہ کہ خون عشق بازاں ہے ; سخن رکھتے ہیں کتنے شخص تیرے لب کی لالی میں,مير تقی میر
برا کہنا بھی میرا خوش نہ آیا اس کو تو ورنہ ; تسلی یہ دل ناشاد ہوتا ایک گالی میں,مير تقی میر
مرے استاد کو فردوس اعلیٰ میں ملے جاگا ; پڑھایا کچھ نہ غیر از عشق مجھ کو خوردسالی میں,مير تقی میر
خرابی عشق سے رہتی ہے دل پر اور نہیں رہتا ; نہایت عیب ہے یہ اس دیار غم کے والی میں,مير تقی میر
نگاہ چشم پر خشم بتاں پر مت نظر رکھنا ; ملا ہے زہر اے دل اس شراب پرتگالی میں,مير تقی میر
شراب خون بن تڑپوں سے دل لبریز رہتا ہے ; بھرے ہیں سنگ ریزے میں نے اس مینائے خالی میں,مير تقی میر
خلاف ان اور خوباں کے سدا یہ جی میں رہتا ہے ; یہی تو میرؔ اک خوبی ہے معشوق خیالی میں,مير تقی میر
مجھ سا بیتاب ہووے جب کوئی ; بے قراری کو جانے تب کوئی,مير تقی میر
ہاں خدا مغفرت کرے اس کو ; صبر مرحوم تھا عجب کوئی,مير تقی میر
جان دے گو مسیح پر اس سے ; بات کہتے ہیں تیرے لب کوئی,مير تقی میر
بعد میرے ہی ہو گیا سنسان ; سونے پایا تھا ورنہ کب کوئی,مير تقی میر
اس کے کوچے میں حشر تھے مجھ تک ; آہ و نالہ کرے نہ اب کوئی,مير تقی میر
ایک غم میں ہوں میں ہی عالم میں ; یوں تو شاداں ہے اور سب کوئی,مير تقی میر
نا سمجھ یوں خفا بھی ہوتا ہے ; مجھ سے مخلص سے بے سبب کوئی,مير تقی میر
اور محزوں بھی ہم سنے تھے ولے ; میرؔ سا ہو سکے ہے کب کوئی,مير تقی میر
کہ تلفظ طرب کا سن کے کہے ; شخص ہوگا کہیں طرب کوئی,مير تقی میر
غیروں سے مل چلے تم مست شراب ہو کر ; غیرت سے رہ گئے ہم یکسو کباب ہو کر,مير تقی میر
اس روئے آتشیں سے برقع سرک گیا تھا ; گل بہہ گیا چمن میں خجلت سے آب ہو کر,مير تقی میر
کل رات مند گئی تھیں بہتوں کی آنکھیں غش سے ; دیکھا کیا نہ کر تو سرمست خواب ہو کر,مير تقی میر
پردہ رہے گا کیوں کر خورشید خاوری کا ; نکلے ہے وہ بھی اب بے نقاب ہو کر,مير تقی میر
یک قطرہ آب میں نے اس دور میں پیا ہے ; نکلا ہے چشم تر سے وہ خون ناب ہو کر,مير تقی میر
آ بیٹھتا تھا صوفی ہر صبح میکدے میں ; شکر خدا کہ نکلا واں سے خراب ہو کر,مير تقی میر
شرم و حیا کہاں تک ہیں میرؔ کوئی دن کے ; اب تو ملا کرو تم ٹک بے حجاب ہو کر,مير تقی میر
کل شب ہجراں تھی لب پر نالہ بیمارانہ تھا ; شام سے تا صبح دم بالیں پہ سر یکجا نہ تھا,مير تقی میر
شہرۂ عالم اسے یمن محبت نے کیا ; ورنہ مجنوں ایک خاک افتادۂ ویرانہ تھا,مير تقی میر
منزل اس مہ کی رہا جو مدتوں اے ہم نشیں ; اب وہ دل گویا کہ اک مدت کا ماتم خانہ تھا,مير تقی میر
اک نگاہ آشنا کو بھی وفا کرتا نہیں ; وا ہوئیں مژگاں کہ سبزہ سبزۂ بیگانہ تھا,مير تقی میر
روز و شب گزرے ہے پیچ و تاب میں رہتے تجھے ; اے دل صد چاک کس کی زلف کا تو شانہ تھا,مير تقی میر
یاد ایامے کہ اپنے روز و شب کی جائے باش ; یا در باز بیاباں یا درمے خانہ تھا,مير تقی میر
جس کو دیکھا ہم نے اس وحشت کدے میں دہر کے ; یا سڑی یا خبطی یا مجنون یا دیوانہ تھا,مير تقی میر
بعد خوں ریزی کے مدت بے حنا رنگیں رہا ; ہاتھ اس کا جو مرے لوہو میں گستاخانہ تھا,مير تقی میر
غیر کے کہنے سے مارا ان نے ہم کو بے گناہ ; یہ نہ سمجھا وہ کہ واقع میں بھی کچھ تھا یا نہ تھا,مير تقی میر
